Month,Total Value End,$ Gain,% Gain,% SPY Gain
2024-01,103271.72999999998,3271.7299999999814,3.271729999999981,2.164391462016413
2024-02,116260.37,12988.640000000014,12.57714962265086,5.218682709330125
2024-03,120391.32,4130.950000000012,3.5531884166547996,3.270198866732721
2024-04,118933.20999999996,-1458.1100000000442,-1.211142132173685,-4.0319532602564045
2024-05,135896.19999999995,16962.98999999999,14.262618489822982,5.057969661799677
2024-06,141121.19999999995,5225.0,3.84484628709265,3.528001423020455
2024-07,132458.19999999995,-8663.0,-6.138694965745758,1.2109009252873282
2024-08,126415.19999999995,-6043.0,-4.562193960056835,2.3365721108775883
2024-09,135411.19999999995,8996.0,7.1162328580740315,2.1004620984196087
2024-10,126190.19999999995,-9221.0,-6.8096287456281335,-0.8923589482777494
2024-11,126051.19999999995,-139.0,-0.11015118448183776,5.963352721864235
2024-12,117774.19999999995,-8277.0,-6.566379375999596,-2.4060304461942295
2025-01,109478.76999999993,-8295.430000000022,-7.0435035856749835,2.685661400532302
2025-02,84245.4299999999,-25233.340000000026,-23.048614813630113,-1.269492995637711
2025-03,57665.429999999906,-26580.0,-31.55067283768393,-5.571910438172778
2025-04,51585.429999999906,-6080.0,-10.543578709115685,-0.8670274966235181
2025-05,109729.4299999999,58144.0,112.71399695611746,6.284486398412126
2025-06,142660.8499999999,32931.419999999984,30.011474587993405,5.138628188414196
2025-07,170066.8299999999,27405.98000000001,19.210582300610177,2.303154890643677
2025-08,168501.1499999999,-1565.679999999993,-0.9206263208410446,2.051948773068202
2025-09,190707.1499999999,22206.0,13.178545072244322,3.562037886002467
2025-10,194626.4799999999,3919.329999999987,2.055156295922827,2.38374013029512
